Subsystem	Locus_tag	Gene	Predicted_function	Canu_id	Prokka_annotation	Article_id	Article_annotation	EggNOG_annotation	EggNOG_gene_name	GO_terms	EC_number	KEGG_KO	BiGG_reactions	COG_cat
	LFTS_01809	mtfB	Mannosyltransferase, alpha-1,3-rhamnosyltransferase	BDKBJLID_00096	putative group 1 glycosyltransferase	LFTS_01809	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferases group 1						M
	LFTS_01810		Putative group 1 glycosyltransferase	BDKBJLID_00097	hypothetical protein	LFTS_01810	~~~~~~hypothetical protein
	LFTS_01811	wbpX	Glycosyltransferase, alpha-1,2-rhamnosyltransferase	BDKBJLID_00098	alpha-1,2-rhamnosyltransferase	LFTS_01811	2.4.1.-~~~~~~alpha-1,2-rhamnosyltransferase	Glycosyl transferases group 1	wbpX			ko:K12993		M
	LFTS_01812	"ABC-
2.LPSE.A"	Lipopolysaccharide transport system ATP-binding protein	BDKBJLID_00099	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	LFTS_01812	~~~~~~lipopolysaccharide transport system ATP-binding protein	Evidence 2b Function of strongly homologous gene	rfbE		3.6.3.38	ko:K01990,ko:K09689,ko:K09691		GM
	LFTS_01813	"ABC-
2.LPSE.P"	Lipopolysaccharide transport system permease protein	BDKBJLID_00100	ABC-type polysaccharide/polyol phosphate export system, permease component	LFTS_01813	~~~rfbD~~~ABC-2 type transport system permease protein	ABC-2 type transporter	rfbD			ko:K01992,ko:K09690		U
	LFTS_01814	rfbP	Undecaprenyl-phosphate galactose phosphotransferase	BDKBJLID_00101	undecaprenyl-phosphate galactose phosphotransferase	LFTS_01814	2.7.8.6~~~~~~undecaprenyl-phosphate galactose phosphotransferase	undecaprenyl-phosphate glucose phosphotransferase activity	wbaP	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0043170,GO:0044238,GO:0044464,GO:0071704,GO:0071944	2.7.8.6	ko:K00996,ko:K16566,ko:K16707		M
	LFTS_01815	pimB	"Group 1 glycosyl transferase, phosphatidylinositol alpha-1,6-
mannosyltransferase"	BDKBJLID_00102	Glycosyltransferase involved in cell wall bisynthesis	LFTS_01815	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferases group 1	wcnD					M
	LFTS_01816	mtfB	Mannosyltransferase, alpha-1,3-rhamnosyltransferase	BDKBJLID_00103	putative glycosyltransferase	LFTS_01816	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	PFAM Glycosyl transferases group 1						M
	LFTS_02328	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_00634	ADP-heptose:LPS heptosyltransferase	LFTS_02328	~~~~~~ADP-heptose:LPS heptosyltransferase	Glycosyltransferase family 9 (heptosyltransferase)						M
	LFTS_02329	cgeB	Spore maturation protein	BDKBJLID_00635	CgeB	LFTS_02329	~~~~~~spore maturation protein CgeB	DUF based on E. rectale Gene description (DUF3880)	cgeB			ko:K06320		S
	LFTS_02330	rfaF	ADP-heptose:LPS heptosyltransferase II	BDKBJLID_00636	ADP-heptose:LPS heptosyltransferase	LFTS_02330	~~~~~~ADP-heptose:LPS heptosyltransferase	ADP-heptose-lipopolysaccharide heptosyltransferase activity			2.3.1.241	ko:K02517,ko:K02843		M
	LFTS_02331	tam	Putative trans-aconitate 2-methyltransferase	BDKBJLID_00637	SAM-dependent methyltransferase	LFTS_02331	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	trans-aconitate 2-methyltransferase activity			2.1.1.197	ko:K02169		FG
	LFTS_02332	cgeB	Spore maturation protein	BDKBJLID_00638	Glycosyl transferases group 1	LFTS_02332	~~~~~~Glycosyl transferases group 1	Glycosyl transferases group 1						S
	LFTS_02488	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	BDKBJLID_00796	UDP-3-O-acyl-N-acetylglucosamine deacetylase	LFTS_02488	3.5.1.108~~~lpxC~~~UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis	lpxC	GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0008654,GO:0008759,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016787,GO:0016810,GO:0016811,GO:0019213,GO:0019637,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0046467,GO:0046493,GO:0046872,GO:0046914,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509	3.5.1.108,4.2.1.59	ko:K02535,ko:K16363	iECS88_1305.ECS88_0100	M
Extracellular polysaccharide production and export	LFTS_00424	wzzE	Polysaccharide chain length modulation protein	BDKBJLID_01296	hypothetical protein	LFTS_00424	~~~~~~hypothetical protein
	LFTS_00488	rfbB, rffG	dTDP-glucose 4,6-dehydratase	BDKBJLID_01366	dTDP-D-glucose 4,6-dehydratase(rfbB)	LFTS_00488	4.2.1.46~~~~~~dTDP-glucose 4,6-dehydratase	Male sterility protein	rfbB	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008460,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0045226,GO:0046379,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	4.2.1.46	ko:K01710		M
	LFTS_00489	rfbA, rffA	Glucose-1-phosphate thymidylyltransferase	BDKBJLID_01367	glucose-1-phosphate thymidyltransferase(rfbA)	LFTS_00489	2.7.7.24~~~~~~Glucose-1-phosphate thymidylyltransferase	Nucleotidyl transferase	rfbA	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.7.7.24	ko:K00973	iNJ661.Rv0334	M
	LFTS_00121	rfbA, rffA	Glucose-1-phosphate thymidylyltransferase	BDKBJLID_00972	UTP-glucose-1-phosphate uridylyltransferase (GalU)	LFTS_00121	2.7.7.9~~~galU1~~~UDP-glucose pyrophosphorylase	Nucleotidyl transferase	galU		2.7.7.9	ko:K00963		M
	LFTS_00490	rfbC,rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	BDKBJLID_01368	dTDP-4-dehydrorhamnose 3,5-epimerase(rfbC)	LFTS_00490	5.1.3.13~~~rfbC~~~dTDP-4-dehydrorhamnose 3,5-epimerase	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose			5.1.3.13	ko:K01790		M
	LFTS_00492	(algK)	Sel-1 repeat protein	BDKBJLID_01370	Sel1 repeat-containing protein	LFTS_00492	~~~~~~Sel1 repeat-containing protein
	LFTS_00528	pimA	Phosphatidylinositol alpha-mannosyltransferase	BDKBJLID_01406	Glycosyltransferase involved in cell wall bisynthesis	LFTS_00528	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferases group 1				ko:K20444		M
	LFTS_00529		Glycosyl transferase family protein	BDKBJLID_01407	Glycosyl transferase family 2	LFTS_00529	~~~~~~Glycosyl transferase family 2	Glycosyltransferase like family 2						S
	LFTS_00530		Glycosyl transferase family protein	BDKBJLID_01408	Glycosyltransferase involved in cell wall bisynthesis	LFTS_00530	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferase, family 2				ko:K20444		M
	LFTS_00531		Glycosyl transferase family protein	BDKBJLID_01409	Glycosyltransferase involved in cell wall bisynthesis	LFTS_00531	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferase, family 2				ko:K20444		M
	LFTS_00532		Glycosyl transferase family protein	BDKBJLID_01410	galactofuranosylgalactofuranosylrhamnosyl-N- acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	LFTS_00532	2.4.1.288~~~~~~galactofuranosylgalactofuranosylrhamnosyl-N- acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase	Glycosyl transferase, family 2	glfT	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005976,GO:0006139,GO:0006629,GO:0006725,GO:0006793,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008378,GO:0008610,GO:0008653,GO:0008921,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009273,GO:0009987,GO:0010383,GO:0016020,GO:0016043,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0022607,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0035250,GO:0035496,GO:0040007,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045229,GO:0046483,GO:0052573,GO:0055086,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071704,GO:0071766,GO:0071769,GO:0071840,GO:0071944,GO:1901135,GO:1901137,GO:1901360,GO:1901576,GO:1903509	2.4.1.288	ko:K16650	iNJ661.Rv3808c	S
	LFTS_00540		Glycosyl transferase family protein	BDKBJLID_01418	putative glycosyl transferase, family 2	LFTS_00540	~~~wcfN~~~Glycosyltransferase, GT2 family	Glycosyl transferase, family 2						V
	LFTS_00535		EpsI family protein	BDKBJLID_01414	EpsI family protein	LFTS_00535	~~~~~~EpsI family protein	ATP hydrolysis coupled proton transport	ntpI	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K02123		C
	LFTS_00536	epsH	Eight transmembrane protein, glycosyltransferase	BDKBJLID_01415	eight transmembrane protein	LFTS_00536	~~~~~~exosortase	Evidence 4 Homologs of previously reported genes of	epsH					C
	LFTS_00537	rfbA, rffA	Glucose-1-phosphate thymidylyltransferase	BDKBJLID_01416	UTP-glucose-1-phosphate uridylyltransferase(galU)	LFTS_00537	2.7.7.9~~~galU2~~~UTP--glucose-1-phosphate uridylyltransferase	Nucleotidyl transferase	galU		2.7.7.9	ko:K00963		M
	LFTS_00538		Putative PEP-CTERM system histidine kinase	BDKBJLID_01417	putative periplasmic sensor signal transduction histidine kinase	LFTS_00538	~~~~~~putative PEP-CTERM system histidine kinase	Histidine kinase	prsK					T
	LFTS_00539		Putative PEP-CTERM system histidine kinase
	LFTS_00541	wbdM	Glycosyltransferase	BDKBJLID_01419	putative glycosyl transferase, family 2	LFTS_00541	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferase family 2						M
	LFTS_00543		"Putative inner membrane protein, O-antigen polymerase, 
Exopolysaccharide biosynthesis family protein"	BDKBJLID_01421	O antigen polymerase	LFTS_00543	~~~~~~O-antigen ligase	O-antigen ligase like membrane protein				ko:K18814		M
	LFTS_00544	rfaG	Glucosyltransferase I	BDKBJLID_01422	putative glycosyl transferase, group 1	LFTS_00544	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyltransferase Family 4						M
	LFTS_00545	rfaG	Glucosyltransferase I	BDKBJLID_01423	glycosyltransferase	LFTS_00545	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	Glycosyl transferase 4-like domain				ko:K00754		M
	LFTS_00546	pimB	"Group 1 glycosyl transferase, phosphatidylinositol alpha-1,6-
mannosyltransferase"	BDKBJLID_01424	putative glycosyl transferase, group 1	LFTS_00546	~~~~~~Glycosyltransferase involved in cell wall bisynthesis	transferase activity, transferring glycosyl groups				ko:K00786		M
	LFTS_00547	pgaC, icaA	"Predicted glycosyl transferase, biofilm PGA synthesis N-
glycosyltransferase"	BDKBJLID_01425	glycosyltransferase	LFTS_00547	~~~~~~Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	Glycosyltransferase like family 2	sypQ					M
	LFTS_00548	pgaB	"Biofilm adhesin polysaccharide PGA export lipoprotein with a 
polysaccharide deacetylase activity needed for export"	BDKBJLID_01426	putative xylanase/chitin deacetylase	LFTS_00548	~~~~~~Polysaccharide deacetylase	polysaccharide deacetylase						G
	LFTS_00550	wza	Polysaccharide export outer membrane protein	BDKBJLID_01428	periplasmic protein involved in polysaccharide export	LFTS_00550	~~~~~~polysaccharide export outer membrane protein	Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology				ko:K01991,ko:K20988		M
	LFTS_00551	wcaJ	"Putative colanic acid biosysnthesis UDP-glucose lipid carrier 
transferase"	BDKBJLID_01429	sugar transferase involved in lipopolysaccharide synthesis	LFTS_00551	~~~~~~sugar transferase, PEP-CTERM system associated/exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	Bacterial sugar transferase	tuaA					M
	LFTS_00552	wzz	Chain length determinant protein	BDKBJLID_01430	putative lipopolysaccharide biosynthesis protein	LFTS_00552	2.7.10.-~~~~~~tyrosine-protein kinase Etk/Wzc	extracellular polysaccharide biosynthetic process				ko:K16554,ko:K16692		M
	LFTS_00565	glf	UDP-galactopyranose mutase	BDKBJLID_01443	UDP-galactopyranose mutase	LFTS_00565	5.4.99.9~~~glf~~~UDP-galactopyranose mutase	UDP-galactopyranose mutase activity	glf		5.4.99.9	ko:K01854		M
	LFTS_00566		UDP-glucuronate 4-epimerase	BDKBJLID_01444	nucleoside-diphosphate-sugar epimerase	LFTS_00566	5.1.3.6~~~~~~UDP-glucuronate 4-epimerase	epimerase dehydratase	uge		5.1.3.6	ko:K08679		M
	LFTS_00568		"PilZ domain-containing protein, sigma 54-dependent response 
regulator"	BDKBJLID_01446	putative sigma-54-specific transcriptional regulator, Fis family	LFTS_00568	~~~~~~PilZ domain-containing protein	response regulator receiver				ko:K02481		T
	LFTS_00569	glmS	Glucosamine--fructose-6-phosphate aminotransferase	BDKBJLID_01447	glucosamine--fructose-6-phosphate aminotransferase	LFTS_00569	2.6.1.16~~~~~~glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	glmS	GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006002,GO:0006040,GO:0006047,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009987,GO:0016740,GO:0016769,GO:0019538,GO:0019637,GO:0034641,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0070085,GO:0070548,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.6.1.16	ko:K00820	iIT341.HP1532	M
	LFTS_00570	wbpA	UDP-N-acetyl-D-glucosamine dehydrogenase	BDKBJLID_01448	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	LFTS_00570	1.1.1.136~~~~~~UDP-N-acetyl-D-glucosamine dehydrogenase	Belongs to the UDP-glucose GDP-mannose dehydrogenase family			1.1.1.136	ko:K02474,ko:K13015		C
	"LFTS_00572 
LFTS_00683 
LFTS_00656"	galE	UDP-galactose-4-epimerase
	LFTS_00573		"PilZ domain-containing protein, sigma 54-dependent response 
regulator"	BDKBJLID_01451	two component, sigma54 specific, transcriptional regulator, Fis family	LFTS_00573	~~~atoC~~~PilZ domain-containing protein	Domains REC, sigma54 interaction, HTH8	atoC			ko:K02481		T
	LFTS_00769	pmm, pgm	Phosphomannomutase / phosphoglucomutase	BDKBJLID_01650	phosphomannomutase	LFTS_00769	5.4.2.2~~~~~~phosphomannomutase / phosphoglucomutase	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	algC	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0004614,GO:0004615,GO:0005488,GO:0005975,GO:0005976,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009243,GO:0009244,GO:0009311,GO:0009312,GO:0009405,GO:0009987,GO:0016051,GO:0016053,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0042120,GO:0042121,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0044419,GO:0046394,GO:0046401,GO:0046402,GO:0046872,GO:0051704,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	5.4.2.2,5.4.2.8	ko:K01835,ko:K01840,ko:K15778		G
	LFTS_00770	"algA, xanB, 
rfbA, 
wbpW, 
pslB"	"Mannose-1-phosphate guanylyltransferase / mannose-6-
phosphate isomerase"	BDKBJLID_01651	mannose-1-phosphate guanylyltransferase	LFTS_00770	2.7.7.13~~~xanB~~~mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase	Belongs to the mannose-6-phosphate isomerase type 2 family	manC		2.7.7.13,5.3.1.8,5.4.2.8	ko:K00971,ko:K01840,ko:K16011	iHN637.CLJU_RS00940	GM
	LFTS_01394	pgm	Phosphoglucomutase	BDKBJLID_02258	phosphoglucomutase, alpha-D-glucose phosphate-specific	LFTS_01394	5.4.2.2~~~~~~phosphoglucomutase	Phosphoglucomutase/phosphomannomutase, C-terminal domain	pgm		5.4.2.2	ko:K01835		G
	LFTS_01526	uxs 1	UDP-glucuronate decarboxylase 1	BDKBJLID_02392	UDP-glucuronate decarboxylase	LFTS_01526	4.1.1.35~~~~~~UDP-glucuronate decarboxylase	PFAM NAD dependent epimerase dehydratase family	uxs		4.1.1.35,4.2.1.46	ko:K01710,ko:K08678		M
	LFTS_01528	ugd	UDP-glucose 6-dehydrogenase	BDKBJLID_02395	UDP-glucose 6-dehydrogenase	LFTS_01528	1.1.1.22~~~ugd~~~UDPglucose 6-dehydrogenase	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ugd		1.1.1.22	ko:K00012		C
	LFTS_01564		Membrane protein	BDKBJLID_02432	membrane protein	LFTS_01564	~~~~~~putative membrane protein	Mycobacterial 4 TMS phage holin, superfamily IV	yvlD			ko:K08972		S
	LFTS_02426	galT	Galactose-1-phosphate uridylyltransferase	BDKBJLID_00733	galactose-1-phosphate uridylyltransferase	LFTS_02426	2.7.7.12~~~~~~UDPglucose--hexose-1-phosphate uridylyltransferase	Galactose-1-phosphate uridyl transferase, N-terminal domain	galT		2.7.7.12	ko:K00965	iLJ478.TM0896	H
